day_of_year,time_minutes,longitude,latitude,occupancy
103,918,77.554038,12.944579,high
361,840,77.625297,12.929672,low
82,1063,77.60203,12.988284,high
270,621,77.595304,12.908133,low
343,523,77.581902,12.919004,low
178,413,77.558221,12.943852,low
138,520,77.614377,12.974472,high
285,922,77.579155,12.909465,high
181,1019,77.576987,12.923485,low
199,1170,77.574719,12.959547,medium
191,1233,77.568196,12.958336,low
122,1197,77.60909,12.970596,medium
139,590,77.628577,12.911977,high
345,911,77.63705,12.913713,high
178,562,77.641167,12.958299,high
98,998,77.637885,12.93282,medium
171,1123,77.598636,12.949106,low
235,713,77.586338,12.959716,medium
191,1090,77.55418,12.941871,low
12,723,77.617695,12.943918,medium
344,995,77.59792,12.923398,low
54,619,77.577909,12.92031,low
106,633,77.56909,12.940273,low
183,855,77.635917,12.924531,high
199,654,77.623006,12.970334,high
249,1314,77.579983,12.95307,low
173,1113,77.611263,12.963335,medium
96,1247,77.571341,12.901717,medium
332,545,77.60751,12.912098,high
77,899,77.58272,12.935406,low
329,1320,77.59629,12.972423,medium
107,521,77.572936,12.921359,high
256,978,77.57609,12.908602,low
132,620,77.597736,12.912307,medium
237,489,77.629155,12.905519,high
273,948,77.619236,12.951607,medium
293,1212,77.634052,12.90754,high
69,1152,77.646105,12.979033,high
103,590,77.557656,12.962437,low
341,811,77.582907,12.902953,medium
274,485,77.575354,12.953476,low
52,961,77.609849,12.919539,high
122,1316,77.640838,12.908743,low
348,471,77.64623,12.959912,low
232,1109,77.626682,12.923917,low
139,374,77.588919,12.971173,medium
130,443,77.599956,12.939525,low
352,421,77.642038,12.965291,high
359,850,77.622299,12.91114,high
145,620,77.608107,12.911061,high
110,983,77.55186,12.922477,high
265,1144,77.556954,12.92389,high
328,957,77.591725,12.980437,low
77,562,77.577451,12.92011,low
27,1259,77.633657,12.953552,low
126,1027,77.580465,12.975129,low
316,483,77.586767,12.957856,high
3,1203,77.630931,12.953619,low
80,1318,77.606242,12.913444,high
214,523,77.559511,12.971426,high
163,543,77.577482,12.975831,low
31,806,77.615108,12.98187,medium
11,1201,77.573965,12.908356,high
193,1063,77.631877,12.960557,medium
207,1205,77.577848,12.924077,medium
314,736,77.605737,12.907802,medium
248,856,77.594779,12.988394,low
164,1110,77.619262,12.930756,high
86,655,77.626657,12.965503,high
246,392,77.557867,12.989332,low
274,1306,77.605745,12.933421,low
305,537,77.635083,12.977759,high
215,431,77.551184,12.985221,medium
28,825,77.569287,12.923946,medium
306,899,77.577687,12.908273,high
266,979,77.562392,12.927257,low
351,401,77.554565,12.959916,medium
269,409,77.606375,12.929669,high
5,775,77.553251,12.981898,low
4,1058,77.630587,12.957084,high
45,1003,77.574024,12.956214,low
293,1228,77.57504,12.922873,low
248,1189,77.57915,12.983242,high
267,423,77.551521,12.97318,high
46,1059,77.566322,12.975618,high
113,1216,77.603045,12.927806,medium
236,374,77.61481,12.970589,medium
87,553,77.607353,12.978265,medium
337,505,77.592333,12.940547,medium
233,1191,77.610736,12.92805,medium
198,692,77.554715,12.984209,low
171,610,77.610711,12.90851,medium
16,1007,77.580294,12.907135,high
253,1121,77.599855,12.977457,medium
124,480,77.580393,12.945148,medium
161,495,77.591057,12.914589,high
44,664,77.617011,12.918267,medium
361,1035,77.638494,12.969949,low
131,1154,77.577931,12.989308,medium
11,469,77.555796,12.958438,high
30,1041,77.552461,12.946729,low
271,946,77.57112,12.937457,high
343,1003,77.633132,12.977818,medium
99,1114,77.608574,12.945467,low
347,1189,77.553757,12.920247,medium
203,616,77.616176,12.979376,medium
41,648,77.578973,12.938254,low
229,546,77.647674,12.940919,high
360,982,77.635003,12.973879,low
47,895,77.627982,12.945703,medium
248,1187,77.556708,12.943683,high
273,949,77.551177,12.908194,medium
312,734,77.639164,12.974035,low
297,1071,77.557863,12.947258,medium
224,1213,77.640622,12.917711,medium
208,1294,77.606801,12.92003,medium
202,471,77.570883,12.919561,medium
265,706,77.55715,12.90726,medium
70,770,77.550166,12.939097,high
311,524,77.55861,12.92589,medium
337,828,77.638445,12.988623,medium
125,1270,77.56504,12.928884,low
66,370,77.64986,12.934905,high
142,655,77.610862,12.904911,high
285,440,77.609709,12.950008,low
112,443,77.609041,12.956219,medium
3,950,77.590997,12.939228,high
90,368,77.587584,12.957114,high
257,424,77.566942,12.959434,high
149,618,77.565401,12.902135,high
123,427,77.571267,12.989431,low
348,455,77.621043,12.927939,low
216,577,77.588646,12.966372,high
297,543,77.582078,12.900031,low
142,629,77.574136,12.922122,medium
230,394,77.577196,12.921179,high
172,774,77.629432,12.929967,high
100,959,77.621432,12.961526,medium
219,1247,77.642093,12.914454,high
61,549,77.598989,12.954672,low
188,741,77.552411,12.952193,medium
47,938,77.617741,12.962616,low
216,872,77.551281,12.957477,medium
134,738,77.611742,12.970305,high
290,659,77.589358,12.978345,low
158,980,77.646846,12.915994,low
64,1163,77.550967,12.941161,medium
90,996,77.604856,12.981024,low
71,504,77.588751,12.95227,medium
361,771,77.554007,12.924232,low
165,1226,77.625549,12.983097,high
121,631,77.592903,12.944859,low
294,1316,77.617031,12.916281,medium
335,698,77.599104,12.955977,low
308,1063,77.615843,12.980118,high
164,1026,77.625823,12.98381,high
6,847,77.5708,12.929708,low
364,1159,77.576881,12.97916,high
23,580,77.594003,12.946292,medium
348,1191,77.627695,12.967237,low
318,804,77.62249,12.948408,low
137,805,77.621271,12.92367,high
257,495,77.553969,12.912468,low
348,900,77.633424,12.978114,medium
261,449,77.631494,12.947897,high
319,1112,77.55792,12.929395,high
309,776,77.629342,12.928219,high
236,796,77.564634,12.928916,medium
146,443,77.616126,12.972737,low
156,705,77.616471,12.988032,high
330,1014,77.63074,12.913211,high
126,556,77.602665,12.984804,low
358,1036,77.606027,12.984606,medium
76,473,77.593322,12.9754,medium
226,1306,77.580437,12.982839,low
333,563,77.592629,12.906266,low
101,600,77.646607,12.944184,medium
76,879,77.631573,12.953489,medium
173,1318,77.582544,12.987213,medium
199,1293,77.628119,12.928626,low
235,739,77.599336,12.941717,high
258,1122,77.649327,12.929954,low
265,1234,77.626589,12.956857,high
13,418,77.621077,12.945756,low
218,1142,77.550487,12.960865,high
225,1018,77.560733,12.936527,high
17,899,77.645356,12.967264,high
154,1144,77.636748,12.933443,high
86,361,77.631843,12.925139,low
140,971,77.64051,12.930359,high
347,683,77.644497,12.944819,high
61,767,77.625007,12.969919,high
159,1042,77.596905,12.928964,low
52,737,77.614378,12.91099,high
219,1067,77.561668,12.966557,medium
292,740,77.622571,12.986119,medium
284,1087,77.631439,12.972022,low
348,720,77.581605,12.934088,high
209,1175,77.647383,12.948768,medium
153,1305,77.603633,12.936401,medium
362,1085,77.62589,12.965411,high
360,776,77.605995,12.910388,medium
247,635,77.559042,12.93615,low
286,887,77.614356,12.917033,low
262,602,77.585918,12.959084,low
114,1160,77.585748,12.9066,high
139,544,77.649349,12.900733,medium
127,913,77.553886,12.975199,low
10,762,77.619531,12.946687,low
41,435,77.639993,12.949843,medium
185,1218,77.616096,12.921753,medium
185,1193,77.590066,12.957335,high
354,953,77.632525,12.960896,low
270,804,77.640835,12.909502,high
346,494,77.603009,12.94907,low
43,1220,77.575162,12.945893,high
111,369,77.592704,12.914725,high
306,796,77.59828,12.970573,high
201,1092,77.64902,12.942215,low
97,1276,77.630801,12.987468,medium
11,926,77.624322,12.907045,low
344,637,77.581116,12.981253,low
310,957,77.609827,12.941797,low
183,763,77.586854,12.961225,medium
11,795,77.580415,12.968791,high
337,965,77.559523,12.963145,high
102,1082,77.577724,12.968878,high
98,657,77.588716,12.904615,low
189,819,77.595589,12.907875,high
199,749,77.629412,12.985758,medium
70,1150,77.566455,12.920695,low
117,824,77.556612,12.921528,high
103,1213,77.636224,12.985888,low
236,594,77.553612,12.985986,low
18,607,77.587684,12.914818,high
121,955,77.572772,12.981911,low
68,1239,77.572718,12.984551,medium
10,456,77.567465,12.971761,high
123,672,77.641467,12.984306,high
137,975,77.58829,12.901748,low
305,1284,77.571169,12.908493,high
79,711,77.583273,12.967141,low
344,393,77.555772,12.989229,low
49,1148,77.63389,12.933859,medium
355,1241,77.567094,12.978223,medium
286,1185,77.606111,12.948837,medium
1,837,77.578399,12.969818,low
127,446,77.571442,12.978091,high
139,652,77.641744,12.961144,high
171,1240,77.609343,12.978275,low
53,738,77.577076,12.907862,medium
144,1012,77.559457,12.914405,low
194,723,77.593531,12.973949,medium
10,690,77.557313,12.953303,low
216,761,77.627008,12.98289,medium
272,766,77.557699,12.960106,medium
222,1259,77.588747,12.934117,low
40,675,77.597428,12.926197,low
192,953,77.648314,12.904048,high
30,886,77.635764,12.913024,medium
183,1120,77.61635,12.955726,low
69,896,77.601134,12.901222,medium
11,729,77.587892,12.932272,medium
97,910,77.633129,12.919202,medium
132,1172,77.569865,12.951389,low
197,1067,77.599181,12.920228,high
255,1269,77.582667,12.989718,low
123,676,77.603019,12.920923,high
248,989,77.59873,12.920157,medium
76,829,77.572124,12.943486,high
168,1154,77.597865,12.913083,high
122,1195,77.58082,12.98753,low
64,921,77.638607,12.900164,low
61,652,77.628477,12.923585,low
85,830,77.648895,12.984144,medium
20,850,77.638627,12.965374,medium
212,723,77.592843,12.978884,low
11,555,77.608437,12.934331,medium
296,1090,77.61999,12.927676,medium
314,777,77.552148,12.952925,medium
111,614,77.64005,12.970865,low
349,1004,77.63328,12.949811,low
182,630,77.597311,12.922366,medium
197,864,77.597471,12.981318,high
68,1252,77.629928,12.904267,low
96,1084,77.577418,12.970964,high
79,729,77.597534,12.906271,low
147,911,77.632236,12.905379,high
24,1318,77.636278,12.920534,high
32,756,77.582169,12.941535,medium
118,931,77.635782,12.984017,low
339,390,77.589229,12.930315,low
98,1058,77.608865,12.930404,medium
277,672,77.550653,12.988296,high
284,424,77.550219,12.985266,low
324,1040,77.614064,12.905496,high
64,574,77.635502,12.935232,high
121,369,77.622978,12.943711,high
5,1051,77.639911,12.93517,medium
224,1236,77.554975,12.982595,low
54,553,77.587423,12.918829,high
254,1065,77.566678,12.95985,high
94,1102,77.576877,12.980638,medium
82,450,77.632059,12.960487,low
178,791,77.636266,12.962421,low
148,1301,77.623424,12.920147,high
69,626,77.628459,12.973366,high
128,462,77.620628,12.911127,high
302,1052,77.644336,12.929598,medium
74,516,77.587138,12.945432,low
4,785,77.608484,12.942247,high
324,1055,77.553144,12.905015,high
359,1011,77.568624,12.907244,low
133,515,77.632208,12.950845,high
298,1081,77.599986,12.910075,medium
167,740,77.633323,12.951016,low
180,614,77.625361,12.936999,low
355,1213,77.580378,12.956015,high
251,1156,77.587265,12.92724,low
177,1317,77.582726,12.94989,low
42,565,77.637949,12.98998,low
126,455,77.589371,12.900438,low
79,1083,77.646023,12.94549,medium
30,1087,77.637768,12.927812,low
303,1145,77.561876,12.961656,high
307,1295,77.630913,12.904977,medium
97,1081,77.631073,12.909818,low
352,803,77.644377,12.966267,high
238,868,77.618712,12.935117,low
56,1089,77.578109,12.97339,medium
329,1087,77.558643,12.914608,low
35,1202,77.644488,12.956028,medium
97,1245,77.563108,12.98978,high
87,726,77.610547,12.944964,medium
43,910,77.64497,12.946792,medium
138,792,77.606446,12.900912,low
345,542,77.571783,12.959631,medium
112,666,77.566656,12.919397,low
190,461,77.554142,12.941364,medium
37,864,77.577563,12.966305,low
295,1269,77.600713,12.96018,low
36,1039,77.648766,12.916717,low
225,565,77.611168,12.983396,medium
168,1156,77.569257,12.968297,low
10,700,77.620611,12.979753,high
42,1249,77.569359,12.906956,high
10,1286,77.64462,12.977616,low
138,982,77.596817,12.969017,low
356,732,77.596152,12.959444,low
7,670,77.601903,12.915182,high
270,646,77.634681,12.981572,high
354,894,77.560612,12.915106,medium
216,860,77.552272,12.920283,low
317,1262,77.573445,12.95626,high
235,612,77.610762,12.948999,high
361,681,77.626302,12.936637,low
353,1015,77.649767,12.906743,medium
48,876,77.596324,12.936702,low
246,983,77.617861,12.961515,medium
358,652,77.557375,12.963098,low
96,826,77.633118,12.98405,medium
45,641,77.621563,12.951932,medium
72,1109,77.557774,12.948374,medium
350,1168,77.602595,12.953164,medium
255,1076,77.574876,12.952062,medium
345,976,77.56198,12.923694,medium
192,891,77.646358,12.944229,high
297,885,77.592529,12.980363,medium
272,624,77.559871,12.941046,medium
140,549,77.607951,12.924835,high
13,528,77.624221,12.976555,high
280,610,77.5912,12.905726,high
310,407,77.59249,12.952052,low
201,1130,77.602778,12.907658,low
88,1282,77.606583,12.921758,medium
206,1034,77.567267,12.958226,high
6,1168,77.612641,12.933305,medium
167,650,77.582163,12.96803,low
147,1036,77.555773,12.901571,medium
232,1110,77.586575,12.984424,medium
10,390,77.59754,12.919144,low
175,490,77.587846,12.902229,high
158,1137,77.563796,12.951315,medium
179,780,77.589025,12.94765,low
282,688,77.619498,12.967261,medium
248,1013,77.554102,12.966662,medium
204,913,77.632596,12.978879,low
358,993,77.573717,12.914482,low
166,930,77.649702,12.921798,high
136,991,77.551225,12.932324,low
254,524,77.585386,12.979967,high
290,753,77.560802,12.960071,low
256,1207,77.639318,12.982782,high
325,983,77.595073,12.975456,medium
158,1211,77.614601,12.953302,medium
61,440,77.576305,12.912261,high
239,1041,77.621121,12.910858,medium
340,763,77.554256,12.926422,medium
220,1173,77.617409,12.928043,high
347,1285,77.640011,12.947291,medium
317,410,77.55833,12.979995,medium
3,1192,77.595157,12.917744,high
321,626,77.592527,12.916669,high
108,1218,77.59562,12.941583,medium
343,465,77.62771,12.917454,medium
34,518,77.643287,12.924666,medium
295,644,77.556243,12.926391,low
169,1030,77.634947,12.95195,medium
7,984,77.555924,12.928834,low
291,1052,77.645854,12.946107,high
75,989,77.567495,12.909335,low
165,492,77.614671,12.988875,high
79,1046,77.57434,12.919562,high
236,784,77.614098,12.945473,high
158,455,77.554807,12.945528,medium
74,1098,77.611706,12.98874,medium
286,945,77.559013,12.977184,medium
151,477,77.612264,12.943768,high
77,1287,77.620397,12.916302,high
144,942,77.571928,12.975448,low
193,1020,77.620085,12.944825,low
20,1011,77.603348,12.923578,high
63,867,77.584012,12.941429,low
223,975,77.598482,12.908087,low
285,1144,77.561105,12.935328,high
201,1028,77.648896,12.912819,high
289,977,77.572341,12.961339,low
300,598,77.582105,12.922237,high
79,1119,77.631327,12.946422,medium
116,702,77.615749,12.982712,high
332,692,77.556284,12.921698,high
139,461,77.552807,12.984143,high
192,978,77.585045,12.95338,high
217,560,77.59497,12.971877,low
217,1119,77.62618,12.915768,medium
120,1263,77.607005,12.968631,medium
136,561,77.580212,12.961677,high
300,655,77.602879,12.909372,low
301,838,77.59106,12.977633,high
171,962,77.627306,12.956166,high
274,403,77.561023,12.941708,medium
322,1089,77.648116,12.934818,medium
301,910,77.625152,12.926435,medium
283,1037,77.555722,12.909393,medium
352,1097,77.558004,12.948028,medium
85,384,77.596764,12.979191,medium
261,1172,77.57678,12.972927,medium
314,1023,77.606923,12.910819,low
340,831,77.572771,12.980091,medium
203,421,77.553394,12.909234,low
108,1120,77.570941,12.97265,low
97,1182,77.633855,12.954236,low
36,402,77.647804,12.948769,low
62,879,77.616827,12.972128,low
51,1312,77.574588,12.949833,medium
140,1071,77.597855,12.967056,low
87,468,77.593531,12.988713,low
50,711,77.635476,12.925936,low
120,1158,77.627674,12.934504,medium
230,976,77.644527,12.950133,low
3,703,77.552635,12.914784,high
204,513,77.63109,12.921464,low
95,1283,77.649626,12.986954,low
118,734,77.611046,12.953748,low
8,792,77.59264,12.937515,low
363,982,77.609215,12.942772,low
86,859,77.585479,12.973437,high
264,854,77.592395,12.943097,low
71,790,77.639167,12.933045,low
218,866,77.595144,12.983548,low
17,978,77.558314,12.962688,medium
39,1207,77.634783,12.906823,medium
186,864,77.566862,12.924583,medium
174,941,77.571654,12.918814,low
138,610,77.625225,12.97154,low
115,563,77.643067,12.987768,high
33,485,77.591676,12.917098,low
230,633,77.639994,12.983085,medium
274,650,77.585009,12.985271,medium
148,799,77.55777,12.945192,low
206,1176,77.562855,12.922476,medium
142,722,77.560217,12.973589,high
278,943,77.589638,12.921583,medium
160,848,77.605189,12.968382,low
256,975,77.566572,12.983699,high
363,1077,77.648696,12.908314,high
78,382,77.59868,12.944275,high
362,1206,77.603911,12.909614,high
114,606,77.64232,12.976314,high
330,1005,77.561289,12.978558,low
251,686,77.603672,12.973047,low
190,1170,77.616778,12.90588,low
206,457,77.616043,12.905278,low
64,1297,77.637518,12.924179,low
63,565,77.622486,12.918338,medium
200,598,77.587819,12.980375,medium
121,1270,77.553937,12.936488,low
47,1021,77.559905,12.91483,low
217,1100,77.640461,12.976434,medium
199,528,77.571329,12.971333,medium
328,657,77.598606,12.923185,low
346,599,77.563804,12.984124,medium
104,1241,77.600837,12.93332,low
290,631,77.612216,12.970883,low
300,1213,77.566901,12.955753,low
226,840,77.554319,12.935706,high
27,724,77.592487,12.952563,high
234,957,77.56983,12.944899,medium
113,799,77.611856,12.94832,low
81,427,77.583871,12.980649,high
167,821,77.551131,12.904258,low
27,586,77.56017,12.924854,high
127,408,77.647012,12.91331,medium
155,1311,77.615416,12.902819,low
301,758,77.595787,12.985211,low
24,461,77.64354,12.903217,medium
89,1263,77.586742,12.958499,medium
330,955,77.592649,12.918142,medium
270,929,77.553074,12.909802,low
268,1170,77.580488,12.946945,low
156,425,77.630489,12.928039,low
